run,step,loss,s2p,p2p,commit,perplexity,lr,sec
M4_K64_res84,1750,0.0028671477921307087,0.0013491322752088308,0.0014874376356601715,0.00012231114669702947,27.05094337463379,0.0001497532481774938,94.8
M4_K64_res84,1800,0.004491603001952171,0.002383391372859478,0.0020877195056527853,8.196677663363516e-05,29.045833587646484,0.00014971922566017187,97.7
M4_K64_res84,1850,0.0028688758611679077,0.0013373575638979673,0.0014796667965129018,0.00020740518812090158,18.624956130981445,0.00014968301096866617,100.6
M4_K64_res84,1900,0.00345407472923398,0.0017026432324200869,0.001732750446535647,7.47238882468082e-05,32.27359390258789,0.00014964460516547312,103.3
M4_K64_res84,1950,0.003304207930341363,0.0016439581522718072,0.001643893076106906,6.542623304994777e-05,21.365232467651367,0.0001496040093773738,105.9
M4_K64_res84,2000,0.0026508287992328405,0.001253568334504962,0.0013802041066810489,6.82262543705292e-05,22.688621520996094,0.0001495612247954009,108.5
M4_K64_res84,2050,0.002490632003173232,0.0012081434251740575,0.0012679020874202251,5.83460605412256e-05,17.32124900817871,0.0001495162526748037,111.5
M4_K64_res84,2100,0.0024587628431618214,0.0012134892167523503,0.0012271736050024629,7.240028935484588e-05,23.31246566772461,0.00014946909433501135,114.4
M4_K64_res84,2150,0.0030043076258152723,0.0014212854439392686,0.0015521280001848936,0.00012357621744740754,26.611753463745117,0.000149419751159594,117.2
M4_K64_res84,2200,0.003015003865584731,0.001394903170876205,0.0015874806558713317,0.00013047998072579503,36.42627716064453,0.00014936822459622244,119.9
M4_K64_res84,2250,0.004087234381586313,0.0018927431665360928,0.0021800710819661617,5.768072878709063e-05,33.199073791503906,0.0001493145161566254,122.5
M4_K64_res84,2300,0.0031129647977650166,0.0014397746417671442,0.0016504505183547735,9.095892892219126e-05,25.604394912719727,0.0001492586274165453,125.3
M4_K64_res84,2350,0.0026336272712796926,0.0012615242740139365,0.0013349463697522879,0.00014862717944197357,18.698345184326172,0.00014920056001569207,128.2
M4_K64_res84,2400,0.002852040808647871,0.001322366762906313,0.001517315162345767,4.9435970140621066e-05,19.07802963256836,0.0001491403156576949,130.9
M4_K64_res84,2450,0.002784925512969494,0.001287476858124137,0.0014729872345924377,9.784538997337222e-05,17.381399154663086,0.0001490778961100524,133.7
M4_K64_res84,2500,0.0024084984324872494,0.0011266459478065372,0.0012598223984241486,8.812019950710237e-05,16.784719467163086,0.00014901330320408066,136.3
M4_K64_res84,2550,0.002401327947154641,0.0010630759643390775,0.0013282770523801446,3.990015829913318e-05,16.435352325439453,0.00014894653883485958,139.3
M4_K64_res84,2600,0.002125984523445368,0.000965129176620394,0.0011472885962575674,5.4267151426756755e-05,19.019729614257812,0.0001488776049611772,142.3
M4_K64_res84,2650,0.0024205613881349564,0.0010940503561869264,0.0013127881102263927,5.489213071996346e-05,23.498872756958008,0.0001488065036054723,144.9
M4_K64_res84,2700,0.0020767536479979753,0.0009274182375520468,0.0011271312832832336,8.881647954694927e-05,22.11741828918457,0.00014873323685377497,147.7
M4_K64_res84,2750,0.002339951926842332,0.0010939580388367176,0.0012279801303520799,7.205535803223029e-05,24.462554931640625,0.00014865780685564554,150.4
M4_K64_res84,2800,0.0019274374935775995,0.0009197209146805108,0.000996135175228119,4.632563650375232e-05,30.336702346801758,0.00014858021582411142,153.2
M4_K64_res84,2850,0.0020367081742733717,0.0009427694021724164,0.0010747875785455108,7.660459959879518e-05,21.668106079101562,0.00014850046603560223,156.2
M4_K64_res84,2900,0.0022963094525039196,0.001041510491631925,0.0012357275700196624,7.628518505953252e-05,14.469639778137207,0.00014841855982988293,159.0
M4_K64_res84,2950,0.0018889961065724492,0.0008652959950268269,0.0010049630654975772,7.494838064303622e-05,23.047243118286133,0.0001483344996099852,161.7
M4_K64_res84,3000,0.0017572891665622592,0.0008126974571496248,0.0009258667123503983,7.490037387469783e-05,14.805387496948242,0.00014824828784213708,164.5
M4_K64_res84,3050,0.0019533494487404823,0.0008698555757291615,0.0010548422578722239,0.00011460655514383689,29.83143424987793,0.0001481599270556904,167.4
M4_K64_res84,3100,0.0017754064174368978,0.0008077634847722948,0.0009573549032211304,4.1152106859954074e-05,21.838821411132812,0.00014806941984304666,170.4
M4_K64_res84,3150,0.0016829154919832945,0.0007799827726557851,0.0008921960252337158,4.2947212932631373e-05,30.714813232421875,0.00014797676885958103,173.3
M4_K64_res84,3200,0.0021326288115233183,0.000959888391662389,0.0011413783067837358,0.0001254479866474867,21.004343032836914,0.00014788197682356435,176.0
M4_K64_res84,3250,0.0015774571802467108,0.00073780253296718,0.0008245354401879013,6.0476835642475635e-05,27.10559844970703,0.00014778504651608352,178.7
M4_K64_res84,3300,0.0015488297212868929,0.0007094895117916167,0.0008272089762613177,4.8524878366151825e-05,24.481319427490234,0.00014768598078095964,181.5
M4_K64_res84,3350,0.0014986585592851043,0.0006744000711478293,0.0008128874469548464,4.548460856312886e-05,22.122539520263672,0.0001475847825246649,184.6
M4_K64_res84,3400,0.0015037653502076864,0.0006758067174814641,0.0008096597157418728,7.319521682802588e-05,27.059921264648438,0.00014748145471623706,187.3
M4_K64_res84,3450,0.0015077362768352032,0.0006600862252525985,0.0008380836225114763,3.826592364930548e-05,25.12706184387207,0.00014737600038719254,190.0
M4_K64_res84,3500,0.0013860136969015002,0.0006514247506856918,0.0007218646351248026,5.0897098844870925e-05,30.637666702270508,0.00014726842263143718,192.7
M4_K64_res84,3550,0.0014489575987681746,0.0006593222497031093,0.0007752958917990327,5.7357865443918854e-05,15.374743461608887,0.00014715872460517587,195.7
M4_K64_res84,3600,0.00138008501380682,0.000629355083219707,0.0007316033006645739,7.65064760344103e-05,15.514573097229004,0.00014704690952681968,198.8
M4_K64_res84,3650,0.001498683704994619,0.0006622697692364454,0.0008232732652686536,5.2562449127435684e-05,14.413592338562012,0.0001469329806768914,201.6
M4_K64_res84,3700,0.001290281768888235,0.0006006666226312518,0.0006770357140339911,5.0317405111854896e-05,27.050291061401367,0.0001468169413979295,204.3
M4_K64_res84,3750,0.001362369628623128,0.0006169054540805519,0.0007282454171217978,6.887507333885878e-05,18.644824981689453,0.0001466987950943899,207.0
M4_K64_res84,3800,0.0013256884412840009,0.0006117562297731638,0.0006942109321244061,7.888529216870666e-05,19.551342010498047,0.00014657854523254617,209.8
M4_K64_res84,3850,0.0012660440988838673,0.0005979692214168608,0.0006535660359077156,5.803540625493042e-05,24.134109497070312,0.00014645619534038782,212.8
M4_K64_res84,3900,0.00135589181445539,0.0006363671855069697,0.0006939625018276274,0.00010224828292848542,32.489219665527344,0.00014633174900751677,215.5
M4_K64_res84,3950,0.001340309390798211,0.0006050640949979424,0.0007205837173387408,5.8646404795581475e-05,35.390010833740234,0.000146205209885042,218.2
M4_K64_res84,4000,0.0012999336468055844,0.0005840501398779452,0.0006998340249992907,6.419781129807234e-05,34.90048599243164,0.00014607658168547247,220.9
M4_K64_res84,4050,0.001222145278006792,0.0005711319390684366,0.0006355358636938035,6.190950080053881e-05,31.470462799072266,0.00014594586818260835,223.9
M4_K64_res84,4100,0.0012278036447241902,0.0005758411716669798,0.0006343518034555018,7.044304220471531e-05,34.43733215332031,0.00014581307321142993,227.0
M4_K64_res84,4150,0.0012246975675225258,0.00057837093481794,0.0006300793611444533,6.49892317596823e-05,37.68562316894531,0.00014567820066798553,229.7
M4_K64_res84,4200,0.0011979872360825539,0.0005500534316524863,0.0006291521713137627,7.512635784223676e-05,31.751201629638672,0.0001455412545092769,232.5
M4_K64_res84,4250,0.0013504954986274242,0.0006545856595039368,0.0006729657179675996,9.177617903333157e-05,36.70833206176758,0.0001454022387531432,235.2
M4_K64_res84,4300,0.0013752265367656946,0.0006884398171678185,0.0006646639667451382,8.849108417052776e-05,32.594383239746094,0.0001452611574781432,238.0
M4_K64_res84,4350,0.0015838579274713993,0.0007497247424907982,0.0008102073334157467,9.570377733325586e-05,24.059226989746094,0.00014511801482343557,241.0
M4_K64_res84,4400,0.0014993316726759076,0.0006963977939449251,0.0007728231721557677,0.00012044293544022366,31.820907592773438,0.0001449728149886574,243.7
M4_K64_res84,4450,0.0020174416713416576,0.0009512642864137888,0.0010249150218442082,0.00016504871018696576,27.299484252929688,0.000144825562233801,246.4
M4_K64_res84,4500,0.0012954628327861428,0.000619026948697865,0.0006494636181741953,0.00010788915824377909,30.626136779785156,0.00014467626087908905,249.2
M4_K64_res84,4550,0.002247399650514126,0.001206316170282662,0.0008801286458037794,0.0006438199197873473,9.23880672454834,0.00014452491530484755,252.2
M4_K64_res84,4600,0.001980222063139081,0.0009566009975969791,0.000980192213319242,0.00017371505964547396,19.979848861694336,0.00014437152995137775,255.3
M4_K64_res84,4650,0.0032387790270149708,0.0016893662977963686,0.0014191787922754884,0.0005209356313571334,15.712236404418945,0.00014421610931882538,258.1
M4_K64_res84,4700,0.0021415625233203173,0.0010617465013638139,0.0010058754123747349,0.00029576278757303953,14.373955726623535,0.00014405865796704898,260.8
M4_K64_res84,4750,0.003627512603998184,0.0018455267418175936,0.001641059760004282,0.0005637044087052345,15.510268211364746,0.00014389918051548604,263.5
M4_K64_res84,4800,0.003993561025708914,0.002031158423051238,0.0018388418247923255,0.0004942439263686538,18.441652297973633,0.00014373768164301735,266.3
M4_K64_res84,4850,0.008433702401816845,0.004307802766561508,0.004044386092573404,0.0003260565281379968,20.927812576293945,0.00014357416608782984,269.3
M4_K64_res84,4900,0.007808239199221134,0.003997932653874159,0.0035444924142211676,0.0010632583871483803,16.15651512145996,0.00014340863864727754,272.0
M4_K64_res84,4950,0.0032239274587482214,0.0018082017777487636,0.0012224046513438225,0.0007732832455076277,19.885488510131836,0.00014324110417774088,274.7
M4_K64_res84,5000,0.01572931744158268,0.007922782562673092,0.007472871337085962,0.0013346521882340312,23.16224479675293,0.00014307156759448407,277.4
M4_K64_res84,5050,0.013054287061095238,0.007728210184723139,0.004741115029901266,0.002339849015697837,18.372838973999023,0.00014290003387151107,280.4
M4_K64_res84,5100,0.019828584045171738,0.010591859929263592,0.008797531016170979,0.001756776007823646,19.069984436035156,0.00014272650804141946,283.3
M4_K64_res84,5150,0.02228996343910694,0.011681681498885155,0.010307077318429947,0.0012048191856592894,19.288331985473633,0.00014255099519525302,286.1
M4_K64_res84,5200,0.006117973942309618,0.004967149812728167,0.0,0.004603296052664518,14.030428886413574,0.0001423735004823522,288.9
M4_K64_res84,5250,0.036305367946624756,0.01846092939376831,0.016133923083543777,0.006842056289315224,18.943115234375,0.00014219402911020302,291.6
M4_K64_res84,5300,0.03451735898852348,0.016295231878757477,0.0160055048763752,0.008866489864885807,17.350557327270508,0.00014201258634428444,294.4
M4_K64_res84,5350,0.013302875682711601,0.00739714689552784,0.003597937524318695,0.009231166914105415,14.090242385864258,0.0001418291775079138,297.5
M4_K64_res84,5400,0.044376127421855927,0.02254510298371315,0.019486121833324432,0.009379617869853973,19.89763832092285,0.00014164380798209058,300.2
M4_K64_res84,5450,0.015545880421996117,0.00884189736098051,0.004405273590236902,0.009194836020469666,17.65924072265625,0.00014145648320533857,303.0
M4_K64_res84,5500,0.032681696116924286,0.01746813766658306,0.013280151411890984,0.007733632810413837,25.752025604248047,0.0001412672086735464,305.6
M4_K64_res84,5550,0.1456601768732071,0.07547949254512787,0.06761638820171356,0.01025720126926899,33.549861907958984,0.0001410759899398062,308.6
M4_K64_res84,5600,0.039478421211242676,0.021150995045900345,0.01523644383996725,0.012363930232822895,23.14845848083496,0.00014088283261425063,311.8
M4_K64_res84,5650,0.17618374526500702,0.089926578104496,0.08329448848962784,0.011850737035274506,33.87028121948242,0.0001406877423638884,314.5
M4_K64_res84,5700,0.03429092839360237,0.01944216899573803,0.010206110775470734,0.018570594489574432,26.64434814453125,0.00014049072491243794,317.2
M4_K64_res84,5750,0.04646869748830795,0.02476348541676998,0.015804406255483627,0.023603232577443123,26.15715980529785,0.0001402917860401596,319.9
M4_K64_res84,5800,0.10561133921146393,0.05615401640534401,0.04397053271532059,0.021947158500552177,35.55550765991211,0.00014009093158368578,322.8
M4_K64_res84,5850,0.12187136709690094,0.06149151548743248,0.05346457287669182,0.027661122381687164,33.803707122802734,0.00013988816743584997,325.7
M4_K64_res84,5900,0.13146407902240753,0.06883008778095245,0.05529423803091049,0.029359033331274986,35.970523834228516,0.00013968349954551377,328.5
M4_K64_res84,5950,0.21755319833755493,0.11008255928754807,0.10137652605772018,0.02437647432088852,36.39784622192383,0.00013947693391739232,331.2
M4_K64_res84,6000,0.17045912146568298,0.08642952889204025,0.0736091136932373,0.04168187081813812,38.41859817504883,0.00013926847661187812,334.0
M4_K64_res84,6050,0.3531174957752228,0.17847785353660583,0.1643836945295334,0.04102383926510811,41.24813461303711,0.00013905813374486334,337.0
M4_K64_res84,6100,0.08567878603935242,0.0474291667342186,0.0236350204795599,0.05845838040113449,34.57387161254883,0.00013884591148756017,339.9
M4_K64_res84,6150,0.31731322407722473,0.16001303493976593,0.14238403737545013,0.05966460332274437,39.46615219116211,0.0001386318160663201,342.7
M4_K64_res84,6200,0.1374768167734146,0.07312528043985367,0.04702417925000191,0.06930942088365555,36.408756256103516,0.00013841585376245084,345.4
M4_K64_res84,6250,0.37297961115837097,0.19065110385417938,0.1665286123752594,0.06319968402385712,43.91020965576172,0.00013819803091203242,348.1
M4_K64_res84,6300,0.17835327982902527,0.10042963922023773,0.048939384520053864,0.11593697965145111,34.330963134765625,0.00013797835390573095,350.9
M4_K64_res84,6350,0.1713390052318573,0.09529432654380798,0.0467611625790596,0.11713407188653946,34.74851989746094,0.0001377568291886114,353.8
M4_K64_res84,6400,0.28046613931655884,0.14713582396507263,0.11252738535404205,0.08321163803339005,46.29367446899414,0.00013753346325994843,356.7
M4_K64_res84,6450,0.1889972686767578,0.10155624896287918,0.05092489346861839,0.14606454968452454,36.397708892822266,0.00013730826267303558,359.4
M4_K64_res84,6500,0.24756628274917603,0.13802403211593628,0.07653393596410751,0.13203322887420654,37.67889404296875,0.00013708123403499312,362.1
M4_K64_res84,6550,0.43852049112319946,0.23739245533943176,0.1730661392211914,0.11224760860204697,45.5633430480957,0.0001368523840065743,365.1
M4_K64_res84,6600,0.14302495121955872,0.08119162172079086,0.01857680454850197,0.17302608489990234,30.484634399414062,0.0001366217193019697,368.0
M4_K64_res84,6650,0.1433049440383911,0.07922843098640442,0.015685806050896645,0.1935628354549408,30.523155212402344,0.0001363892466886104,370.8
M4_K64_res84,6700,0.15484338998794556,0.08739503473043442,0.015505922958254814,0.2077697217464447,28.63739013671875,0.0001361549729869694,373.6
M4_K64_res84,6750,0.24573083221912384,0.13796965777873993,0.059406016021966934,0.1934206634759903,35.29776382446289,0.00013591890507036155,376.3
M4_K64_res84,6800,0.30367130041122437,0.1611815094947815,0.10016880929470062,0.16928380727767944,37.3560676574707,0.0001356810498647418,379.1
M4_K64_res84,6850,0.4447139799594879,0.22887451946735382,0.1742464154958725,0.16637222468852997,39.7613410949707,0.00013544141434850205,382.0
M4_K64_res84,6900,0.3278464674949646,0.17462268471717834,0.11018374562263489,0.17216011881828308,41.22738265991211,0.0001352000055522665,384.9
M4_K64_res84,6950,0.5398417711257935,0.276328444480896,0.2172129601240158,0.18520143628120422,43.956424713134766,0.0001349568305586852,387.5
M4_K64_res84,7000,0.17261996865272522,0.09505286067724228,0.01823519542813301,0.2373276650905609,31.650346755981445,0.00013471189650222644,390.2
M4_K64_res84,7050,0.39560192823410034,0.20777323842048645,0.14292366802692413,0.17961999773979187,41.241329193115234,0.0001344652105689673,393.2
M4_K64_res84,7100,0.1528535783290863,0.09143257141113281,0.0,0.24568402767181396,27.7091007232666,0.00013421677999638282,396.3
M4_K64_res84,7150,0.18400943279266357,0.10474669933319092,0.0204831101000309,0.23511850833892822,32.337890625,0.0001339666120731338,399.2
M4_K64_res84,7200,0.22146432101726532,0.11561374366283417,0.0625697672367096,0.17312325537204742,35.39471435546875,0.0001337147141388528,401.9
M4_K64_res84,7250,0.164992094039917,0.09172558784484863,0.019059857353568077,0.21682658791542053,32.01590347290039,0.0001334610935839289,404.6
M4_K64_res84,7300,0.20505309104919434,0.12025171518325806,0.017646729946136475,0.26861855387687683,31.082124710083008,0.00013320575784929085,407.5
M4_K64_res84,7350,0.46805107593536377,0.24103130400180817,0.1805601418018341,0.1858385056257248,45.980804443359375,0.0001329487144261887,410.5
M4_K64_res84,7400,0.29395949840545654,0.15902191400527954,0.07916152477264404,0.22310419380664825,39.68601608276367,0.0001326899708559741,413.3
M4_K64_res84,7450,0.3568934202194214,0.18858037889003754,0.11207196116447449,0.22496436536312103,42.90802001953125,0.0001324295347298791,416.0
M4_K64_res84,7500,0.2736040949821472,0.14923235774040222,0.061205700039863586,0.25266411900520325,35.563846588134766,0.00013216741368879317,418.7
M4_K64_res84,7550,0.2874840497970581,0.1552790254354477,0.06855311989784241,0.2546076476573944,35.34236145019531,0.00013190361542303935,421.6
M4_K64_res84,7600,0.22265133261680603,0.12414887547492981,0.026509881019592285,0.28797027468681335,32.890342712402344,0.00013163814767214844,424.6
M4_K64_res84,7650,0.2558337152004242,0.13941490650177002,0.05252271145582199,0.25558438897132874,38.51960754394531,0.00013137101822463198,427.5
M4_K64_res84,7700,0.5150056481361389,0.2683694660663605,0.1985716074705124,0.19225838780403137,42.6705207824707,0.00013110223491775367,430.2
M4_K64_res84,7750,0.5578721165657043,0.2934655547142029,0.2123880833387375,0.2080739438533783,42.78665542602539,0.00013083180563729958,432.9
M4_K64_res84,7800,0.2508830726146698,0.14225193858146667,0.04182688891887665,0.2672169804573059,34.720619201660156,0.0001305597383173467,435.8
M4_K64_res84,7850,0.2922137379646301,0.16123855113983154,0.06768151372671127,0.2531746029853821,42.223419189453125,0.00013028604094003009,438.8
M4_K64_res84,7900,0.19740864634513855,0.11051249504089355,0.02696084976196289,0.23974120616912842,34.303504943847656,0.00013001072153530886,441.7
M4_K64_res84,7950,0.4856904447078705,0.2528408169746399,0.18483966588974,0.1920398771762848,42.278629302978516,0.00012973378818073047,444.4
M4_K64_res84,8000,0.3350899815559387,0.18168553709983826,0.09718751162290573,0.22486776113510132,44.740535736083984,0.00012945524900119377,447.1
M4_K64_res84,8050,0.34404119849205017,0.18793965876102448,0.09806639701128006,0.23214052617549896,41.638484954833984,0.0001291751121687106,450.0
M4_K64_res84,8100,0.25626176595687866,0.14790591597557068,0.048739638179540634,0.23846477270126343,36.938262939453125,0.0001288933859021661,453.0
M4_K64_res84,8150,0.29707837104797363,0.161229208111763,0.06393466144800186,0.2876579165458679,36.591861724853516,0.0001286100784670776,455.8
M4_K64_res84,8200,0.37143421173095703,0.207782581448555,0.096867136657238,0.2671380639076233,43.73775100708008,0.0001283251981753518,458.6
M4_K64_res84,8250,0.3202388286590576,0.17803849279880524,0.07073196023702621,0.28587356209754944,42.33929443359375,0.00012803875338504144,461.3
M4_K64_res84,8300,0.20867334306240082,0.12018053978681564,0.027447417378425598,0.2441815882921219,36.30717849731445,0.00012775075250009974,464.1
M4_K64_res84,8350,0.3895978033542633,0.20947447419166565,0.12253004312515259,0.23037317395210266,38.42234420776367,0.00012746120397013377,467.0
M4_K64_res84,8400,0.21259421110153198,0.12031006067991257,0.022940438240766525,0.27737489342689514,33.741111755371094,0.00012717011629015688,469.8
M4_K64_res84,8450,0.3462938070297241,0.1936534345149994,0.0929734855890274,0.23866750299930573,42.277976989746094,0.0001268774980003391,472.5
M4_K64_res84,8500,0.27041324973106384,0.15550009906291962,0.04187123104929924,0.29216766357421875,37.32453155517578,0.00012658335768575687,475.2
M4_K64_res84,8550,0.49568384885787964,0.26246193051338196,0.17632190883159637,0.22760003805160522,42.32783889770508,0.000126287703976141,478.1
M4_K64_res84,8600,0.5675570964813232,0.2977137863636017,0.21610650420188904,0.21494722366333008,43.123748779296875,0.00012599054554562352,481.1
M4_K64_res84,8650,0.4847215414047241,0.2577555775642395,0.17060649394989014,0.22543783485889435,45.85395431518555,0.00012569189111248321,484.1
M4_K64_res84,8700,0.4531540274620056,0.24082481861114502,0.14880335330963135,0.254103422164917,42.52012634277344,0.00012539174943888983,486.8
M4_K64_res84,8750,0.3675622344017029,0.20144227147102356,0.10902374982833862,0.228384867310524,43.85728073120117,0.000125090129330647,489.6
M4_K64_res84,8800,0.22379618883132935,0.13264453411102295,0.03591344878077507,0.22095277905464172,39.216400146484375,0.00012478703963693388,492.4
M4_K64_res84,8850,0.2763725519180298,0.15686941146850586,0.07084474712610245,0.1946335881948471,38.79706954956055,0.00012448248925004557,495.4
M4_K64_res84,8900,0.40826570987701416,0.22708448767662048,0.12400378286838531,0.2287096381187439,43.229469299316406,0.00012417648710513207,498.2
M4_K64_res84,8950,0.5361158847808838,0.2917378544807434,0.19009484350681305,0.21713276207447052,45.90377426147461,0.00012386904217993644,500.9
M4_K64_res84,9000,0.33104604482650757,0.20087473094463348,0.06740991026163101,0.2510456442832947,39.286109924316406,0.00012356016349453105,503.6
M4_K64_res84,9050,0.6373156905174255,0.3421822190284729,0.23859819769859314,0.22614116966724396,44.83371353149414,0.00012324986011105323,506.6
M4_K64_res84,9100,0.24872611463069916,0.14897552132606506,0.02133956551551819,0.3136441111564636,35.410484313964844,0.0001229381411334392,509.6
M4_K64_res84,9150,0.2741893231868744,0.16133973002433777,0.05015871301293373,0.25076353549957275,34.66633224487305,0.00012262501570715705,512.4
M4_K64_res84,9200,0.2369258850812912,0.14329832792282104,0.0368078351020813,0.22727888822555542,37.71110153198242,0.00012231049301893846,515.2
M4_K64_res84,9250,0.3117649257183075,0.18024548888206482,0.07263641804456711,0.23553206026554108,40.35434341430664,0.00012199458229650908,517.9
M4_K64_res84,9300,0.2609957754611969,0.15633147954940796,0.04412173107266426,0.24217022955417633,33.80390167236328,0.0001216772928083179,520.7
M4_K64_res84,9350,0.19889816641807556,0.12166780233383179,0.02290649525821209,0.21729548275470734,32.08981704711914,0.00012135863386326525,523.7
M4_K64_res84,9400,0.5775363445281982,0.3111126124858856,0.21492189168930054,0.20600759983062744,44.56402587890625,0.00012103861481042973,526.5
M4_K64_res84,9450,0.24367845058441162,0.14313627779483795,0.03417501598596573,0.26546862721443176,36.054996490478516,0.00012071724503879389,529.2
