run,ckpt,tensor,shape,dtype,numel
M4_K64_res128,final,context.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,context.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,context.blocks.2.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,context.blocks.2.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,context.blocks.2.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.2.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,context.blocks.2.ln1.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.2.ln1.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.2.ln2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.2.ln2.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.2.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,context.blocks.2.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,context.blocks.2.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.2.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,context.blocks.3.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,context.blocks.3.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,context.blocks.3.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.3.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,context.blocks.3.ln1.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.3.ln1.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.3.ln2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.3.ln2.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.3.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,context.blocks.3.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,context.blocks.3.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.3.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,context.ln.bias,128,torch.float32,128
M4_K64_res128,final,context.ln.weight,128,torch.float32,128
M4_K64_res128,final,context.patch_embed.bias,128,torch.float32,128
M4_K64_res128,final,context.patch_embed.weight,128x1x16x16,torch.float32,32768
M4_K64_res128,final,context.pos,1x64x128,torch.float32,8192
M4_K64_res128,final,context.sem,1x4x128,torch.float32,512
M4_K64_res128,final,ctx_pos,1x64x128,torch.float32,8192
M4_K64_res128,final,pred_p2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,pred_p2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,pred_p2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,pred_p2p.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,pred_p2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,pred_p2p.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,pred_p2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,pred_p2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,pred_p2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,pred_p2p.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.1.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,pred_p2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,pred_p2p.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,pred_p2p.head.0.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.head.0.weight,128,torch.float32,128
M4_K64_res128,final,pred_p2p.head.1.bias,128,torch.float32,128
M4_K64_res128,final,pred_p2p.head.1.weight,128x128,torch.float32,16384
M4_K64_res128,final,pred_p2p.mask_tok,1x1x128,torch.float32,128
M4_K64_res128,final,pred_p2p.qpos,1x64x128,torch.float32,8192
M4_K64_res128,final,pred_s2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,pred_s2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,pred_s2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,pred_s2p.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,pred_s2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,pred_s2p.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,pred_s2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,pred_s2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,pred_s2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,pred_s2p.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.1.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,pred_s2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,pred_s2p.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,pred_s2p.head.0.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.head.0.weight,128,torch.float32,128
M4_K64_res128,final,pred_s2p.head.1.bias,128,torch.float32,128
M4_K64_res128,final,pred_s2p.head.1.weight,128x128,torch.float32,16384
M4_K64_res128,final,pred_s2p.mask_tok,1x1x128,torch.float32,128
M4_K64_res128,final,pred_s2p.qpos,1x64x128,torch.float32,8192
M4_K64_res128,final,target.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,target.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,target.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,target.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,target.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,target.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,target.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,target.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,target.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,target.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.1.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,target.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,target.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,target.blocks.2.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,target.blocks.2.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,target.blocks.2.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.2.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,target.blocks.2.ln1.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.2.ln1.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.2.ln2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.2.ln2.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.2.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,target.blocks.2.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,target.blocks.2.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.2.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,target.blocks.3.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,target.blocks.3.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,target.blocks.3.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.3.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,target.blocks.3.ln1.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.3.ln1.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.3.ln2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.3.ln2.weight,128,torch.float32,128
M4_K64_res128,final,target.blocks.3.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,target.blocks.3.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,target.blocks.3.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,target.blocks.3.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,target.ln.bias,128,torch.float32,128
M4_K64_res128,final,target.ln.weight,128,torch.float32,128
M4_K64_res128,final,target.patch_embed.bias,128,torch.float32,128
M4_K64_res128,final,target.patch_embed.weight,128x1x16x16,torch.float32,32768
M4_K64_res128,final,target.pos,1x64x128,torch.float32,8192
M4_K64_res128,final,target.sem,1x4x128,torch.float32,512
M4_K64_res128,final,vq.codebook,64x32,torch.float32,2048
M4_K64_res128,final,vq.ema_count,64,torch.float32,64
M4_K64_res128,final,vq.ema_sum,64x32,torch.float32,2048
M4_K64_res128,final,vq.last_used,64,torch.int64,64
M4_K64_res128,final,vq.proj_in.bias,32,torch.float32,32
M4_K64_res128,final,vq.proj_in.weight,32x128,torch.float32,4096
M4_K64_res128,final,vq.proj_out.bias,128,torch.float32,128
M4_K64_res128,final,vq.proj_out.weight,128x32,torch.float32,4096
M4_K64_res128,final,vq.step,,torch.int64,1
M4_K64_res128,latest_ckpt,context.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,context.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,context.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,context.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,context.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,context.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,context.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,context.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,context.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,context.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.1.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,context.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,context.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,context.blocks.2.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,context.blocks.2.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,context.blocks.2.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.2.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,context.blocks.2.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.2.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.2.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.2.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.2.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,context.blocks.2.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,context.blocks.2.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.2.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,context.blocks.3.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,context.blocks.3.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,context.blocks.3.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.3.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,context.blocks.3.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.3.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.3.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.3.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.3.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,context.blocks.3.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,context.blocks.3.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.blocks.3.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,context.ln.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.ln.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.patch_embed.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,context.patch_embed.weight,128x1x16x16,torch.float32,32768
M4_K64_res128,latest_ckpt,context.pos,1x64x128,torch.float32,8192
M4_K64_res128,latest_ckpt,context.sem,1x4x128,torch.float32,512
M4_K64_res128,latest_ckpt,ctx_pos,1x64x128,torch.float32,8192
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_p2p.head.0.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.head.0.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.head.1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.head.1.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,pred_p2p.mask_tok,1x1x128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_p2p.qpos,1x64x128,torch.float32,8192
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,pred_s2p.head.0.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.head.0.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.head.1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.head.1.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,pred_s2p.mask_tok,1x1x128,torch.float32,128
M4_K64_res128,latest_ckpt,pred_s2p.qpos,1x64x128,torch.float32,8192
M4_K64_res128,latest_ckpt,target.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,target.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,target.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,target.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,target.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,target.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,target.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,target.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,target.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,target.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.1.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,target.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,target.blocks.1.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,target.blocks.2.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,target.blocks.2.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,target.blocks.2.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.2.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,target.blocks.2.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.2.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.2.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.2.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.2.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,target.blocks.2.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,target.blocks.2.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.2.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,target.blocks.3.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,latest_ckpt,target.blocks.3.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,latest_ckpt,target.blocks.3.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.3.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,latest_ckpt,target.blocks.3.ln1.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.3.ln1.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.3.ln2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.3.ln2.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.3.mlp.0.bias,512,torch.float32,512
M4_K64_res128,latest_ckpt,target.blocks.3.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,latest_ckpt,target.blocks.3.mlp.2.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.blocks.3.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,latest_ckpt,target.ln.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.ln.weight,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.patch_embed.bias,128,torch.float32,128
M4_K64_res128,latest_ckpt,target.patch_embed.weight,128x1x16x16,torch.float32,32768
M4_K64_res128,latest_ckpt,target.pos,1x64x128,torch.float32,8192
M4_K64_res128,latest_ckpt,target.sem,1x4x128,torch.float32,512
M4_K64_res128,latest_ckpt,vq.codebook,64x32,torch.float32,2048
M4_K64_res128,latest_ckpt,vq.ema_count,64,torch.float32,64
