run,ckpt,tensor,shape,dtype,numel
M8_K128_res84,final,context.ln.weight,128,torch.float32,128
M8_K128_res84,final,context.patch_embed.bias,128,torch.float32,128
M8_K128_res84,final,context.patch_embed.weight,128x1x12x12,torch.float32,18432
M8_K128_res84,final,context.pos,1x49x128,torch.float32,6272
M8_K128_res84,final,context.sem,1x8x128,torch.float32,1024
M8_K128_res84,final,ctx_pos,1x49x128,torch.float32,6272
M8_K128_res84,final,pred_p2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,pred_p2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,pred_p2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,pred_p2p.blocks.0.ln1.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.0.ln1.weight,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.0.ln2.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.0.ln2.weight,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.0.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,pred_p2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,pred_p2p.blocks.0.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,pred_p2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,pred_p2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,pred_p2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,pred_p2p.blocks.1.ln1.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.1.ln1.weight,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.1.ln2.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.1.ln2.weight,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.1.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,pred_p2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,pred_p2p.blocks.1.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,pred_p2p.head.0.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.head.0.weight,128,torch.float32,128
M8_K128_res84,final,pred_p2p.head.1.bias,128,torch.float32,128
M8_K128_res84,final,pred_p2p.head.1.weight,128x128,torch.float32,16384
M8_K128_res84,final,pred_p2p.mask_tok,1x1x128,torch.float32,128
M8_K128_res84,final,pred_p2p.qpos,1x49x128,torch.float32,6272
M8_K128_res84,final,pred_s2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,pred_s2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,pred_s2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,pred_s2p.blocks.0.ln1.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.0.ln1.weight,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.0.ln2.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.0.ln2.weight,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.0.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,pred_s2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,pred_s2p.blocks.0.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,pred_s2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,pred_s2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,pred_s2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,pred_s2p.blocks.1.ln1.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.1.ln1.weight,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.1.ln2.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.1.ln2.weight,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.1.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,pred_s2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,pred_s2p.blocks.1.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,pred_s2p.head.0.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.head.0.weight,128,torch.float32,128
M8_K128_res84,final,pred_s2p.head.1.bias,128,torch.float32,128
M8_K128_res84,final,pred_s2p.head.1.weight,128x128,torch.float32,16384
M8_K128_res84,final,pred_s2p.mask_tok,1x1x128,torch.float32,128
M8_K128_res84,final,pred_s2p.qpos,1x49x128,torch.float32,6272
M8_K128_res84,final,target.blocks.0.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,target.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,target.blocks.0.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,target.blocks.0.ln1.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.0.ln1.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.0.ln2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.0.ln2.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.0.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,target.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,target.blocks.0.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,target.blocks.1.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,target.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,target.blocks.1.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,target.blocks.1.ln1.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.1.ln1.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.1.ln2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.1.ln2.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.1.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,target.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,target.blocks.1.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,target.blocks.2.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,target.blocks.2.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,target.blocks.2.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.2.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,target.blocks.2.ln1.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.2.ln1.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.2.ln2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.2.ln2.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.2.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,target.blocks.2.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,target.blocks.2.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.2.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,target.blocks.3.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,final,target.blocks.3.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,final,target.blocks.3.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.3.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,final,target.blocks.3.ln1.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.3.ln1.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.3.ln2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.3.ln2.weight,128,torch.float32,128
M8_K128_res84,final,target.blocks.3.mlp.0.bias,512,torch.float32,512
M8_K128_res84,final,target.blocks.3.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,final,target.blocks.3.mlp.2.bias,128,torch.float32,128
M8_K128_res84,final,target.blocks.3.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,final,target.ln.bias,128,torch.float32,128
M8_K128_res84,final,target.ln.weight,128,torch.float32,128
M8_K128_res84,final,target.patch_embed.bias,128,torch.float32,128
M8_K128_res84,final,target.patch_embed.weight,128x1x12x12,torch.float32,18432
M8_K128_res84,final,target.pos,1x49x128,torch.float32,6272
M8_K128_res84,final,target.sem,1x8x128,torch.float32,1024
M8_K128_res84,final,vq.codebook,128x32,torch.float32,4096
M8_K128_res84,final,vq.ema_count,128,torch.float32,128
M8_K128_res84,final,vq.ema_sum,128x32,torch.float32,4096
M8_K128_res84,final,vq.last_used,128,torch.int64,128
M8_K128_res84,final,vq.proj_in.bias,32,torch.float32,32
M8_K128_res84,final,vq.proj_in.weight,32x128,torch.float32,4096
M8_K128_res84,final,vq.proj_out.bias,128,torch.float32,128
M8_K128_res84,final,vq.proj_out.weight,128x32,torch.float32,4096
M8_K128_res84,final,vq.step,,torch.int64,1
M8_K128_res84,latest_ckpt,context.blocks.0.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,context.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,context.blocks.0.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,context.blocks.0.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.0.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.0.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.0.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.0.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,context.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,context.blocks.0.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,context.blocks.1.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,context.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,context.blocks.1.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,context.blocks.1.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.1.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.1.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.1.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.1.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,context.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,context.blocks.1.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,context.blocks.2.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,context.blocks.2.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,context.blocks.2.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.2.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,context.blocks.2.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.2.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.2.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.2.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.2.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,context.blocks.2.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,context.blocks.2.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.2.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,context.blocks.3.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,context.blocks.3.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,context.blocks.3.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.3.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,context.blocks.3.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.3.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.3.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.3.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.3.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,context.blocks.3.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,context.blocks.3.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.blocks.3.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,context.ln.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.ln.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.patch_embed.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,context.patch_embed.weight,128x1x12x12,torch.float32,18432
M8_K128_res84,latest_ckpt,context.pos,1x49x128,torch.float32,6272
M8_K128_res84,latest_ckpt,context.sem,1x8x128,torch.float32,1024
M8_K128_res84,latest_ckpt,ctx_pos,1x49x128,torch.float32,6272
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_p2p.head.0.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.head.0.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.head.1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.head.1.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,pred_p2p.mask_tok,1x1x128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_p2p.qpos,1x49x128,torch.float32,6272
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,pred_s2p.head.0.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.head.0.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.head.1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.head.1.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,pred_s2p.mask_tok,1x1x128,torch.float32,128
M8_K128_res84,latest_ckpt,pred_s2p.qpos,1x49x128,torch.float32,6272
M8_K128_res84,latest_ckpt,target.blocks.0.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,target.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,target.blocks.0.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,target.blocks.0.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.0.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.0.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.0.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.0.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,target.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,target.blocks.0.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,target.blocks.1.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,target.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,target.blocks.1.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,target.blocks.1.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.1.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.1.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.1.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.1.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,target.blocks.1.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,target.blocks.1.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.1.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,target.blocks.2.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,target.blocks.2.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,target.blocks.2.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.2.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,target.blocks.2.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.2.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.2.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.2.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.2.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,target.blocks.2.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,target.blocks.2.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.2.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,target.blocks.3.attn.in_proj_bias,384,torch.float32,384
M8_K128_res84,latest_ckpt,target.blocks.3.attn.in_proj_weight,384x128,torch.float32,49152
M8_K128_res84,latest_ckpt,target.blocks.3.attn.out_proj.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.3.attn.out_proj.weight,128x128,torch.float32,16384
M8_K128_res84,latest_ckpt,target.blocks.3.ln1.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.3.ln1.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.3.ln2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.3.ln2.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.3.mlp.0.bias,512,torch.float32,512
M8_K128_res84,latest_ckpt,target.blocks.3.mlp.0.weight,512x128,torch.float32,65536
M8_K128_res84,latest_ckpt,target.blocks.3.mlp.2.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.blocks.3.mlp.2.weight,128x512,torch.float32,65536
M8_K128_res84,latest_ckpt,target.ln.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.ln.weight,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.patch_embed.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,target.patch_embed.weight,128x1x12x12,torch.float32,18432
M8_K128_res84,latest_ckpt,target.pos,1x49x128,torch.float32,6272
M8_K128_res84,latest_ckpt,target.sem,1x8x128,torch.float32,1024
M8_K128_res84,latest_ckpt,vq.codebook,128x32,torch.float32,4096
M8_K128_res84,latest_ckpt,vq.ema_count,128,torch.float32,128
M8_K128_res84,latest_ckpt,vq.ema_sum,128x32,torch.float32,4096
M8_K128_res84,latest_ckpt,vq.last_used,128,torch.int64,128
M8_K128_res84,latest_ckpt,vq.proj_in.bias,32,torch.float32,32
M8_K128_res84,latest_ckpt,vq.proj_in.weight,32x128,torch.float32,4096
M8_K128_res84,latest_ckpt,vq.proj_out.bias,128,torch.float32,128
M8_K128_res84,latest_ckpt,vq.proj_out.weight,128x32,torch.float32,4096
M8_K128_res84,latest_ckpt,vq.step,,torch.int64,1
M4_K64_res128,final,context.blocks.0.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,context.blocks.0.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,context.blocks.0.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.0.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,context.blocks.0.ln1.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.0.ln1.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.0.ln2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.0.ln2.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.0.mlp.0.bias,512,torch.float32,512
M4_K64_res128,final,context.blocks.0.mlp.0.weight,512x128,torch.float32,65536
M4_K64_res128,final,context.blocks.0.mlp.2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.0.mlp.2.weight,128x512,torch.float32,65536
M4_K64_res128,final,context.blocks.1.attn.in_proj_bias,384,torch.float32,384
M4_K64_res128,final,context.blocks.1.attn.in_proj_weight,384x128,torch.float32,49152
M4_K64_res128,final,context.blocks.1.attn.out_proj.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.1.attn.out_proj.weight,128x128,torch.float32,16384
M4_K64_res128,final,context.blocks.1.ln1.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.1.ln1.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.1.ln2.bias,128,torch.float32,128
M4_K64_res128,final,context.blocks.1.ln2.weight,128,torch.float32,128
M4_K64_res128,final,context.blocks.1.mlp.0.bias,512,torch.float32,512
